,item_id_a,item_id_b,mode,s_id,d_id
338,9606.ENSP00000000412,9606.ENSP00000003084,catalysis,64,69
339,9606.ENSP00000000412,9606.ENSP00000003084,catalysis,64,69
340,9606.ENSP00000000412,9606.ENSP00000005340,catalysis,64,5
341,9606.ENSP00000000412,9606.ENSP00000003084,reaction,64,69
342,9606.ENSP00000000412,9606.ENSP00000003084,reaction,64,69
343,9606.ENSP00000000412,9606.ENSP00000054666,binding,64,68
344,9606.ENSP00000000412,9606.ENSP00000011653,catalysis,64,70
345,9606.ENSP00000000412,9606.ENSP00000005340,reaction,64,5
346,9606.ENSP00000000412,9606.ENSP00000005340,reaction,64,5
347,9606.ENSP00000000412,9606.ENSP00000011653,reaction,64,70
348,9606.ENSP00000000412,9606.ENSP00000011653,catalysis,64,70
349,9606.ENSP00000000412,9606.ENSP00000011653,reaction,64,70
350,9606.ENSP00000000412,9606.ENSP00000221957,catalysis,64,67
351,9606.ENSP00000000412,9606.ENSP00000217131,binding,64,71
352,9606.ENSP00000000412,9606.ENSP00000054666,reaction,64,68
353,9606.ENSP00000000412,9606.ENSP00000054666,catalysis,64,68
354,9606.ENSP00000000412,9606.ENSP00000054666,catalysis,64,68
355,9606.ENSP00000000412,9606.ENSP00000217131,binding,64,71
356,9606.ENSP00000000412,9606.ENSP00000054666,reaction,64,68
357,9606.ENSP00000000412,9606.ENSP00000054666,reaction,64,68
358,9606.ENSP00000000412,9606.ENSP00000221957,binding,64,67
359,9606.ENSP00000000412,9606.ENSP00000217131,reaction,64,71
360,9606.ENSP00000000412,9606.ENSP00000217131,catalysis,64,71
361,9606.ENSP00000000412,9606.ENSP00000217131,catalysis,64,71
362,9606.ENSP00000000412,9606.ENSP00000221957,binding,64,67
363,9606.ENSP00000000412,9606.ENSP00000217131,reaction,64,71
364,9606.ENSP00000000412,9606.ENSP00000217131,reaction,64,71
365,9606.ENSP00000000412,9606.ENSP00000222219,reaction,64,72
366,9606.ENSP00000000412,9606.ENSP00000222219,reaction,64,72
367,9606.ENSP00000000412,9606.ENSP00000222219,binding,64,72
368,9606.ENSP00000000412,9606.ENSP00000222219,reaction,64,72
369,9606.ENSP00000000412,9606.ENSP00000222219,binding,64,72
370,9606.ENSP00000000412,9606.ENSP00000221957,reaction,64,67
371,9606.ENSP00000000412,9606.ENSP00000221957,reaction,64,67
372,9606.ENSP00000000412,9606.ENSP00000227378,catalysis,64,65
373,9606.ENSP00000000412,9606.ENSP00000222219,catalysis,64,72
374,9606.ENSP00000000412,9606.ENSP00000222219,catalysis,64,72
375,9606.ENSP00000000412,9606.ENSP00000227378,catalysis,64,65
376,9606.ENSP00000000412,9606.ENSP00000227378,reaction,64,65
377,9606.ENSP00000000412,9606.ENSP00000227378,reaction,64,65
378,9606.ENSP00000000412,9606.ENSP00000227378,reaction,64,65
379,9606.ENSP00000000412,9606.ENSP00000228825,reaction,64,73
380,9606.ENSP00000000412,9606.ENSP00000247138,binding,64,74
381,9606.ENSP00000000412,9606.ENSP00000228825,reaction,64,73
382,9606.ENSP00000000412,9606.ENSP00000228825,catalysis,64,73
383,9606.ENSP00000000412,9606.ENSP00000228825,catalysis,64,73
384,9606.ENSP00000000412,9606.ENSP00000228825,binding,64,73
385,9606.ENSP00000000412,9606.ENSP00000228825,binding,64,73
386,9606.ENSP00000000412,9606.ENSP00000247138,binding,64,74
387,9606.ENSP00000000412,9606.ENSP00000242285,reaction,64,75
388,9606.ENSP00000000412,9606.ENSP00000236192,catalysis,64,76
389,9606.ENSP00000000412,9606.ENSP00000233242,catalysis,64,77
390,9606.ENSP00000000412,9606.ENSP00000228825,reaction,64,73
391,9606.ENSP00000000412,9606.ENSP00000233242,catalysis,64,77
392,9606.ENSP00000000412,9606.ENSP00000236192,catalysis,64,76
393,9606.ENSP00000000412,9606.ENSP00000233242,reaction,64,77
394,9606.ENSP00000000412,9606.ENSP00000233242,reaction,64,77
395,9606.ENSP00000000412,9606.ENSP00000242285,reaction,64,75
396,9606.ENSP00000000412,9606.ENSP00000242285,binding,64,75
397,9606.ENSP00000000412,9606.ENSP00000236192,reaction,64,76
398,9606.ENSP00000000412,9606.ENSP00000236192,reaction,64,76
399,9606.ENSP00000000412,9606.ENSP00000242285,catalysis,64,75
400,9606.ENSP00000000412,9606.ENSP00000242285,binding,64,75
401,9606.ENSP00000000412,9606.ENSP00000242285,catalysis,64,75
402,9606.ENSP00000000412,9606.ENSP00000244458,reaction,64,78
403,9606.ENSP00000000412,9606.ENSP00000243298,reaction,64,79
404,9606.ENSP00000000412,9606.ENSP00000243298,binding,64,79
405,9606.ENSP00000000412,9606.ENSP00000242285,reaction,64,75
406,9606.ENSP00000000412,9606.ENSP00000243298,binding,64,79
407,9606.ENSP00000000412,9606.ENSP00000243298,reaction,64,79
408,9606.ENSP00000000412,9606.ENSP00000243298,catalysis,64,79
409,9606.ENSP00000000412,9606.ENSP00000243298,catalysis,64,79
410,9606.ENSP00000000412,9606.ENSP00000244458,reaction,64,78
